Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q69Z88	unreviewed	Zinc finger protein 606	10090	Mus musculus	736	IPR036236	228..276,300..354,353..410,409..466,465..522,521..576,579..634,633..727
Q69Z99	reviewed	Zinc finger protein 512	10090	Mus musculus	562	IPR036236	145..197,199..227,289..315,379..433,442..466
Q69ZA0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	705	IPR036236	73..147,251..301,499..547
Q69ZC9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	891	IPR036236	50..100,197..249,272..328,334..429
Q69ZF0	unreviewed	Zinc finger protein 160	10090	Mus musculus	558	IPR036236	95..171,176..233,232..289,288..345,344..422,428..558
Q69ZG1	unreviewed	MKIAA1572 protein	10090	Mus musculus	463	IPR036236	319..401
Q69ZI2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	492	IPR036236	227..257,338..386,422..448
Q69ZJ3	unreviewed	U1-type domain-containing protein	10090	Mus musculus	1393	IPR036236	776..816
Q69ZJ8	unreviewed	Zinc finger protein 28 homolog	10090	Mus musculus	833	IPR036236	383..479,478..535,534..591,590..647,646..703,702..796
Q69ZK4	unreviewed	Zinc finger protein 78	10090	Mus musculus	481	IPR036236	170..267,266..323,322..379,379..480
Q69ZQ9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	886	IPR036236	198..227,257..284,366..408,434..575,620..672,691..784,784..886
Q69ZT2	unreviewed	Zinc finger protein with KRAB and SCAN domains 5	10090	Mus musculus	831	IPR036236	362..459,548..645,645..700,701..754,774..826
Q69ZU5	unreviewed	ZFP30 zinc finger protein	10090	Mus musculus	486	IPR036236	123..175,178..255,273..330,329..386,385..479
Q6A033	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	508	IPR036236	109..186,192..270,276..333,333..471
Q6A082	unreviewed	Zbtb39 protein	10090	Mus musculus	686	IPR036236	348..394,425..521,579..662
Q6A085	reviewed	Zinc finger protein 629	10090	Mus musculus	867	IPR036236	147..242,241..298,298..376,381..438,437..531,562..597,658..695,711..788,834..864
Q6DFU8	unreviewed	Zinc finger protein 948	10090	Mus musculus	667	IPR036236	223..316,336..390,389..446,445..502,501..558,558..659
Q6DFV2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	780	IPR036236	657..729
Q6GQR8	reviewed	Zinc finger protein 329	10090	Mus musculus	522	IPR036236	178..277,276..333,332..389,388..519
Q6GTK4	unreviewed	D4, zinc and double PHD fingers family 1	10090	Mus musculus	388	IPR036236	192..220
Q6IQX8	reviewed	Zinc finger protein 219	10090	Mus musculus	726	IPR036236	59..111,277..327,503..551
Q6IS61	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	389	IPR036236	96..211,216..274,291..343
Q6KAS7	reviewed	Zinc finger protein 521	10090	Mus musculus	1311	IPR036236	117..211,282..332,634..686,693..741,781..906,930..981,1193..1247,1255..1306
Q6NS70	unreviewed	Zinc finger protein 431-like	10090	Mus musculus	524	IPR036236	63..104,111..168,167..246,251..308,307..364,363..420,419..517
Q6NS86	reviewed	Zinc finger protein 366	10090	Mus musculus	746	IPR036236	248..343,363..455,455..548
Q6NV66	reviewed	Zinc finger protein 646	10090	Mus musculus	1788	IPR036236	67..253,257..308,364..415,455..506,566..628,805..855,865..1057,1062..1192,1197..1247,1264..1315,1549..1662,1666..1752
Q6NV92	unreviewed	Zinc finger protein 941	10090	Mus musculus	671	IPR036236	333..469,498..593,606..658
Q6NV93	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	326	IPR036236	124..262
Q6NVD6	unreviewed	Predicted gene, EG434179	10090	Mus musculus	525	IPR036236	63..102,108..196,195..252,251..308,308..364,363..420,419..513
Q6NWW4	unreviewed	Reduced expression 2	10090	Mus musculus	670	IPR036236	179..273,273..329,329..385,385..441,441..497,497..553,553..646
Q6NXK2	reviewed	Zinc finger protein 532	10090	Mus musculus	1036	IPR036236	782..821,907..958
Q6NXM6	unreviewed	Gene model 1008, (NCBI)	10090	Mus musculus	656	IPR036236	447..537,536..630
Q6NXV0	unreviewed	Uncharacterized protein	10090	Mus musculus	385	IPR036236	101..195,195..251,251..307,307..363
Q6NXV1	unreviewed	LOC100045488 protein	10090	Mus musculus	438	IPR036236	63..102,114..168,167..224,224..280,279..336,335..429
Q6NZC6	unreviewed	Zinc finger, imprinted 1	10090	Mus musculus	579	IPR036236	268..362,361..455,473..567
Q6NZI9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	655	IPR036236	316..411,410..489,494..551,550..644
Q6NZJ3	unreviewed	Zinc finger protein 870	10090	Mus musculus	561	IPR036236	192..287,286..343,342..399,398..453,457..548
Q6NZP4	unreviewed	Zinc finger prtoein 943	10090	Mus musculus	507	IPR036236	175..265,272..329,329..385,385..441,441..495
Q6NZP7	unreviewed	cDNA sequence BC066028	10090	Mus musculus	671	IPR036236	323..376,375..469,498..669
Q6NZQ1	unreviewed	Zinc finger protein 69	10090	Mus musculus	428	IPR036236	163..258,257..314,313..407
Q6NZQ6	reviewed	Zinc finger protein 740	10090	Mus musculus	180	IPR036236	86..162
Q6P1Z7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	322	IPR036236	163..261
Q6P238	unreviewed	Zinc finger protein 212	10090	Mus musculus	486	IPR036236	278..335,357..400,419..468
Q6P3F1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	588	IPR036236	225..307,316..452
Q6P3Y5	reviewed	Zinc finger protein 280C	10090	Mus musculus	742	IPR036236	391..440
Q6P3Z4	unreviewed	Zinc finger protein 37	10090	Mus musculus	590	IPR036236	249..344,343..400,399..478,483..577
Q6P407	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	621	IPR036236	282..377,376..455,460..517,516..610
Q6P560	reviewed	Zinc finger protein 182	10090	Mus musculus	627	IPR036236	205..300,299..356,355..412,411..468,467..524,523..617
Q6P5C7	reviewed	Zinc finger protein 728	10090	Mus musculus	752	IPR036236	72..159,176..230,229..286,285..342,341..398,397..454,454..510,509..613,649..739
Q6P5E3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1323	IPR036236	450..500,704..790,1000..1050,1131..1183
Q6P5F4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	598	IPR036236	247..488,495..546,562..594
Q6P6L4	unreviewed	Zinc finger and BTB domain containing 12	10090	Mus musculus	459	IPR036236	331..433
Q6P7V4	unreviewed	Zinc finger protein 235	10090	Mus musculus	645	IPR036236	283..378,378..434,434..490,490..546,546..643
Q6P8K5	unreviewed	5730601F06Rik protein	10090	Mus musculus	411	IPR036236	226..277,310..405
Q6P8K9	unreviewed	Zfp40 protein	10090	Mus musculus	504	IPR036236	202..290,291..345,361..456,456..504
Q6P8L0	unreviewed	Predicted gene, EG630579	10090	Mus musculus	753	IPR036236	118..170,169..226,225..282,281..338,337..416,421..478,477..534,533..590,589..646,645..739
Q6P9K2	unreviewed	Zfhx3 protein	10090	Mus musculus	1707	IPR036236	522..724,1011..1056
Q6P9K5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	638	IPR036236	300..346,377..473,531..581
Q6P9L8	unreviewed	Uncharacterized protein	10090	Mus musculus	648	IPR036236	170..265,265..321,320..376,375..432,431..488,488..544,543..641
Q6P9P9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	541	IPR036236	220..306,308..397,407..457,475..532
Q6P9Q3	unreviewed	Zinc finger and BTB domain containing 26	10090	Mus musculus	440	IPR036236	296..378
Q6P9Y7	reviewed	Zinc finger protein 82	10090	Mus musculus	530	IPR036236	152..205,204..298,317..373,372..429,428..522
Q6PAK4	unreviewed	Zinc finger with KRAB and SCAN domains 5	10090	Mus musculus	746	IPR036236	277..374,463..560,560..615,616..669,689..741
Q6PAM4	unreviewed	Zinc finger protein 169	10090	Mus musculus	718	IPR036236	214..310,310..388,394..450,449..506,505..563,563..619,619..716
Q6PAR8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1168	IPR036236	258..307,496..588,934..986
Q6PB81	unreviewed	Zinc finger protein 12	10090	Mus musculus	602	IPR036236	159..216,215..272,271..328,328..384,383..440,439..496,495..589
Q6PCM4	unreviewed	Zinc finger protein 157	10090	Mus musculus	567	IPR036236	125..220,219..276,275..332,331..388,387..481
Q6PCS8	unreviewed	Zinc finger and BTB domain containing 40	10090	Mus musculus	1258	IPR036236	752..845,848..900,905..957,996..1047,1066..1114,1117..1172
Q6PCX8	unreviewed	Zinc finger protein 251	10090	Mus musculus	632	IPR036236	200..295,294..351,350..407,407..504,534..588
Q6PD05	reviewed	Zinc finger protein 821	10090	Mus musculus	413	IPR036236	136..188
Q6PD29	reviewed	Zinc finger protein 513	10090	Mus musculus	541	IPR036236	150..240,356..490
Q6PDK0	unreviewed	Zinc finger and BTB domain containing 39	10090	Mus musculus	712	IPR036236	374..420,451..547,605..688
Q6PDN1	unreviewed	Predicted gene, OTTMUSG00000010671	10090	Mus musculus	368	IPR036236	101..195,195..251,251..348
Q6PDR8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	212	IPR036236	1..51,50..107,107..200
Q6PEE4	unreviewed	Zinc finger protein 933	10090	Mus musculus	468	IPR036236	63..110,112..168,167..246,251..308,307..364,363..457
Q6PEP4	unreviewed	Zinc finger protein 677	10090	Mus musculus	634	IPR036236	116..167,180..278,277..334,333..390,389..446,445..502,501..599,604..633
Q6PFY2	unreviewed	EG210583 protein	10090	Mus musculus	530	IPR036236	115..172,171..228,227..282,284..340,339..433,451..530
Q6PG13	unreviewed	Zfp715 protein	10090	Mus musculus	850	IPR036236	339..393,392..449,448..505,504..561,560..664,676..728,727..784,783..838
Q6PGC9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	846	IPR036236	320..370,441..522,559..678,674..726
Q6PGD2	unreviewed	Zinc finger protein 866	10090	Mus musculus	520	IPR036236	173..227,226..305,311..367,366..423,436..488
Q6PGE4	reviewed	Zinc finger protein 316	10090	Mus musculus	1016	IPR036236	341..433,446..498,706..800,800..856,856..949
Q6PGE5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	537	IPR036236	7..61
Q6PHA7	unreviewed	Zfp758 protein	10090	Mus musculus	583	IPR036236	207..302,302..358,358..414,414..470,470..526,526..582
Q6PHP4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	879	IPR036236	60..110,477..522,526..553,570..606,616..644,708..763,771..795
Q6PI88	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	483	IPR036236	64..159,159..215,214..308
Q6R5P3	unreviewed	KRAB-zinc finger protein	10090	Mus musculus	634	IPR036236	116..167,180..278,277..334,333..390,389..446,445..502,501..599,604..633
Q6R5P6	unreviewed	Zinc finger protein 118	10090	Mus musculus	652	IPR036236	225..319,318..375,374..431,430..487,486..543,542..636
Q6XC89	unreviewed	V(D)J recombination-activating protein 1	10090	Mus musculus	444	IPR036236	319..348
Q6XP49	reviewed	Zinc finger protein GLIS3	10090	Mus musculus	780	IPR036236	345..375,393..492
Q6YND2	reviewed	Zinc finger protein 653	10090	Mus musculus	615	IPR036236	467..604
Q6ZPF1	unreviewed	Zinc finger protein 212	10090	Mus musculus	496	IPR036236	288..345,367..410,429..478
Q6ZPV6	unreviewed	Zinc finger and BTB domain containing 21	10090	Mus musculus	1074	IPR036236	554..595,679..709,721..757,758..781,782..820,917..967
Q6ZPW1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	883	IPR036236	95..145,481..526,530..557,574..610,620..648,712..767,775..799
Q6ZPY5	reviewed	Zinc finger protein 507	10090	Mus musculus	941	IPR036236	628..680,744..796
Q6ZQB8	unreviewed	Zinc finger and SCAN domain containing 12	10090	Mus musculus	508	IPR036236	284..363,368..425,447..499
Q6ZQE2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1541	IPR036236	17..68,124..175,215..266,326..388,565..615,625..817,822..952,957..1007,1024..1075,1280..1333,1396..1512
Q6ZQG6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	506	IPR036236	59..188,197..247
Q70KX6	unreviewed	Matrin-type domain-containing protein	10090	Mus musculus	708	IPR036236	493..524
Q78F42	unreviewed	Zinc finger protein 324	10090	Mus musculus	583	IPR036236	289..384,383..440,439..541
Q78FW7	unreviewed	Brain specifically expressed BSG3	10090	Mus musculus	548	IPR036236	185..317,335..392,391..448,447..541
Q78I23	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	160	IPR036236	67..102
Q78NA6	unreviewed	V(D)J recombination-activating protein 1	10090	Mus musculus	1040	IPR036236	351..380
Q7M6W8	unreviewed	Regulator of sex-limitation candidate 1	10090	Mus musculus	501	IPR036236	79..174,174..230,229..286,285..342,341..398,397..495
Q7M6W9	unreviewed	Regulator of sex-limitation candidate 12	10090	Mus musculus	603	IPR036236	78..173,172..229,228..285,285..341,340..397,396..475,480..535
Q7M6X0	unreviewed	Regulator of sex-limitation candidate 3	10090	Mus musculus	694	IPR036236	86..184,183..240,239..296,295..393,407..464,463..520,519..576,575..632,631..686
Q7M6X2	unreviewed	Regulator of sex-limitation candidate 16	10090	Mus musculus	447	IPR036236	92..266,284..362,369..425
Q7M6X3	unreviewed	Regulator of sex-limitation candidate 8	10090	Mus musculus	721	IPR036236	94..143,142..199,198..277,282..339,338..395,394..451,450..507,506..563,562..619,618..712
Q7M6X4	unreviewed	Regulator of sex-limitation candidate 11	10090	Mus musculus	546	IPR036236	91..186,185..264,269..326,325..382,381..460,465..522
Q7M6X5	unreviewed	Regulator of sex-limitation candidate 18	10090	Mus musculus	460	IPR036236	169..264,263..342,347..437
Q7M6X6	unreviewed	Zinc finger protein 458	10090	Mus musculus	749	IPR036236	69..156,173..227,226..283,282..339,338..395,394..451,451..507,506..610,646..736
Q7M6X7	unreviewed	Zinc finger protein 457	10090	Mus musculus	644	IPR036236	90..146,146..202,201..258,257..336,341..398,397..454,454..532
Q7M6X8	unreviewed	Zinc finger protein 456	10090	Mus musculus	458	IPR036236	89..143,142..199,199..339,339..395,394..443
Q7M6X9	unreviewed	Zinc finger protein 455	10090	Mus musculus	461	IPR036236	92..146,145..202,235..286,286..342,342..398,398..446
Q7M6Y0	unreviewed	Regulator of sex-limitation 2	10090	Mus musculus	485	IPR036236	102..156,155..249,267..324,323..379,382..477
Q7M6Y1	unreviewed	Regulator of sex limited protein 1	10090	Mus musculus	485	IPR036236	102..156,155..249,267..324,323..379,382..473
Q7TMA0	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TMC4	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	332	IPR036236	75..168,171..229,229..323
Q7TMC5	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	332	IPR036236	75..168,171..229,229..323
Q7TMC9	unreviewed	Regulator of sex-limitation candidate 2	10090	Mus musculus	473	IPR036236	79..174,174..230,229..308,313..370,369..467
Q7TMD0	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TMD1	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TMD6	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	326	IPR036236	12..54,69..162,165..223,223..317
Q7TMD8	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TMD9	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TMJ1	unreviewed	Zfp583 protein	10090	Mus musculus	570	IPR036236	212..306,305..384,389..446,445..539
Q7TMN8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	578	IPR036236	27..122,121..178,177..234,233..290,289..346,346..402,401..458,457..555
Q7TN25	unreviewed	Matrin-type domain-containing protein	10090	Mus musculus	485	IPR036236	48..87
Q7TN26	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	134	IPR036236	39..91
Q7TNK4	unreviewed	Zinc finger protein 397	10090	Mus musculus	527	IPR036236	276..371,370..427,426..520
Q7TNP7	unreviewed	Uncharacterized protein	10090	Mus musculus	588	IPR036236	221..316,315..372,371..428,427..484,483..581
Q7TNU5	unreviewed	5730403M16Rik protein	10090	Mus musculus	416	IPR036236	207..263,262..356,362..414
Q7TNU6	reviewed	Zinc finger protein 250	10090	Mus musculus	535	IPR036236	172..267,266..323,322..379,378..435,434..528
Q7TPL6	unreviewed	Zinc finger protein 748	10090	Mus musculus	888	IPR036236	72..116,135..230,230..286,302..397,396..453,453..509,509..565,564..621,620..677,676..733,732..789,789..882
Q7TPL8	unreviewed	Uncharacterized protein	10090	Mus musculus	668	IPR036236	248..296,451..530,535..664
Q7TPN0	unreviewed	Predicted gene, OTTMUSG00000010965	10090	Mus musculus	463	IPR036236	193..247,247..303,302..359,359..456
Q7TPT1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	752	IPR036236	387..437,572..658
Q7TPX5	unreviewed	Expressed sequence AI987944	10090	Mus musculus	406	IPR036236	55..111,110..165,167..246,245..302,301..406
Q7TQ40	reviewed	Zinc finger protein ZIC 5	10090	Mus musculus	622	IPR036236	431..486,491..537
Q7TQG0	reviewed	Zinc finger and BTB domain-containing protein 5	10090	Mus musculus	670	IPR036236	602..652
Q7TS63	reviewed	Zinc finger protein ZFAT	10090	Mus musculus	1237	IPR036236	269..362,404..454,738..834,869..954,959..1008
Q7TSH3	reviewed	Zinc finger protein 516	10090	Mus musculus	1157	IPR036236	34..84,236..286,324..526,1083..1115
Q7TSH9	reviewed	Zinc finger protein 184	10090	Mus musculus	737	IPR036236	199..294,293..350,349..406,405..462,461..518,517..574,573..667,684..727
Q7TSI0	reviewed	Zinc finger protein 12	10090	Mus musculus	686	IPR036236	243..300,299..356,355..412,412..468,467..524,523..580,579..673
Q7TSV0	unreviewed	Zinc finger protein 606	10090	Mus musculus	794	IPR036236	286..334,358..412,411..468,467..524,523..580,579..634,637..692,691..785
Q7TT53	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TT59	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TT65	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	332	IPR036236	12..68,75..168,171..229,229..323
Q7TT66	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	332	IPR036236	75..168,171..229,229..323
Q7TT68	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	326	IPR036236	12..54,69..162,165..223,223..317
Q80T67	unreviewed	MKIAA3006 protein	10090	Mus musculus	617	IPR036236	190..286,290..344,343..400,399..493,511..605
Q80T82	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	597	IPR036236	3..48
