Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Zinc finger	Coiled coil	Compositional bias	Domain [CC]	Domain [FT]	Repeat	Region	Protein families	Motif	Sequence similarities
Q8BGS3	reviewed	ZKSC1_MOUSE	Zinc finger protein with KRAB and SCAN domains 1	Zkscan1	Mus musculus (Mouse)	561	ZN_FING 375..397; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 403..425; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 431..453; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 459..481; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 487..509; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 515..537; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 178..187; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 260..275; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 276..286; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 294..349; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 355..365; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 56..138; /note="SCAN box"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00187"; DOMAIN 225..304; /note="KRAB"		REGION 1..51; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 163..187; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 260..372; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BI66	reviewed	ZN526_MOUSE	Zinc finger protein 526	Znf526 Kiaa1951 Zfp526	Mus musculus (Mouse)	675	ZN_FING 56..78; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 108..130; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 140..163; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 200..222; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 312..334; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 339..361; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 367..389; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 395..416; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 447..470; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 477..499; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 505..527; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 533..555; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 578..600; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 171..194; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 225..234; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 235..261; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 269..281; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 418..427; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 611..624; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 160..195; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 225..283; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 415..439; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 606..625; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BI67	reviewed	ZN473_MOUSE	Zinc finger protein 473 homolog (Zinc finger protein 100) (Zfp-100)	Znf473 Zfp100 Zfp473	Mus musculus (Mouse)	892	ZN_FING 209..231; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 265..287; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 377..399; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 404..426; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 432..454; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 460..482; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 488..510; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 516..538; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 544..566; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 572..594; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 697..719; /note="C2H2-type 11; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 725..747; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 753..775; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 781..803; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 809..831; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 837..859; /note="C2H2-type 16"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 865..887; /note="C2H2-type 17"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 66..76; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 84..97; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 138..156; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 190..203; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 297..308; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 313..323; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 332..353; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: The C2H2-type zinc fingers are involved in discrete Cajal bodies localization, interaction with LSM11 and the SLBP/RNA complex and histone pre-mRNA processing. {ECO:0000250}.	DOMAIN 23..101; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 66..97; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 134..203; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 297..370; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BI69	reviewed	ZN784_MOUSE	Zinc finger protein 784	Znf784 Zfp784	Mus musculus (Mouse)	297	ZN_FING 64..86; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 100..122; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 128..150; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 195..217; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 223..245; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 251..273; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1..12; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 162..173; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 287..297; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..39; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 149..175; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 268..297; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BI99	reviewed	ZN879_MOUSE	Zinc finger protein 879	Znf879 Zfp879	Mus musculus (Mouse)	563	ZN_FING 204..226; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 232..254; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 260..282; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 288..310; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 316..338; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 344..366; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 372..394; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 400..422; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 428..450; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 456..478; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 484..506; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 512..534; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 540..562; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 14..85; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BIF9	reviewed	ZN787_MOUSE	Zinc finger protein 787	Znf787 Zfp787	Mus musculus (Mouse)	381	ZN_FING 66..88; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 94..116; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 122..144; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 150..172; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 178..200; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 280..303; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 317..339; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 39..65; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..65; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BIQ3	reviewed	ZNF2_MOUSE	Zinc finger protein 2 (Zinc finger protein 661) (Zfp-661)	Znf2 Zfp661	Mus musculus (Mouse)	427	ZN_FING 169..191; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 197..219; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 225..247; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 253..275; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 281..303; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 309..331; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 337..359; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 365..387; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 393..415; /note="C2H2-type 9; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 14..85; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 111..142; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BIQ8	reviewed	ZN770_MOUSE	Zinc finger protein 770	Znf770 Zfp770	Mus musculus (Mouse)	705	ZN_FING 31..53; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 59..81; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 85..107; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 164..186; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 192..214; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 220..242; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 298..322; /note="C2H2-type 7; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 485..507; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 513..535; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 640..662; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 668..690; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"							Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BJ90	reviewed	ZN771_MOUSE	Zinc finger protein 771	Znf771 Zfp771	Mus musculus (Mouse)	317	ZN_FING 63..85; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 91..113; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 119..141; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 147..169; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 175..197; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 203..225; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 231..253; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 259..281; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"							Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BKK5	reviewed	ZN689_MOUSE	Zinc finger protein 689	Znf689 Zfp689	Mus musculus (Mouse)	500	ZN_FING 149..171; /note="C2H2-type 1; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 177..199; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 205..227; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 233..255; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 261..283; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 289..311; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 317..339; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 345..367; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 373..395; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 401..423; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 429..451; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 457..483; /note="C2H2-type 12; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 112..127; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 128..137; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 29..100; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 105..144; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BLB0	reviewed	ZFP3_MOUSE	Zinc finger protein 3 (Zfp-3)	Zfp3	Mus musculus (Mouse)	497	ZN_FING 136..158; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 164..186; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 192..214; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 220..242; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 248..270; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 276..298; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 304..326; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 332..354; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 360..382; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 388..410; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 416..438; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 444..466; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 472..494; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1..20; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..53; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BLM0	reviewed	KLF8_MOUSE	Krueppel-like factor 8	Klf8	Mus musculus (Mouse)	355	ZN_FING 270..294; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 300..324; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 330..352; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"			DOMAIN: The 9aaTAD motif is a transactivation domain present in a large number of yeast and animal transcription factors. In KLF8, the motif is inactive. {ECO:0000250|UniProtKB:O95600}.			REGION 19..52; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Sp1 C2H2-type zinc-finger protein family	MOTIF 82..90; /note="9aaTAD; inactive"; /evidence="ECO:0000250|UniProtKB:O95600"	SIMILARITY: Belongs to the Sp1 C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BMJ8	reviewed	SP8_MOUSE	Transcription factor Sp8	Sp8	Mus musculus (Mouse)	486	ZN_FING 356..380; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 386..410; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 416..438; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"			DOMAIN: The 9aaTAD motif is a transactivation domain present in a large number of yeast and animal transcription factors. {ECO:0000250|UniProtKB:Q8IXZ3}.			REGION 1..46; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 136..157; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 294..324; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 432..486; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Sp1 C2H2-type zinc-finger protein family	MOTIF 208..216; /note="9aaTAD"; /evidence="ECO:0000250|UniProtKB:Q8IXZ3"	SIMILARITY: Belongs to the Sp1 C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BMU0	reviewed	ZNF76_MOUSE	Zinc finger protein 76 (Zinc finger protein 523)	Znf76 Zfp523	Mus musculus (Mouse)	568	ZN_FING 165..189; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 195..219; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 225..249; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 255..279; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 285..309; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 315..339; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 345..368; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"					REPEAT 34..45; /note="1"; REPEAT 62..73; /note="2"; REPEAT 88..99; /note="3"	REGION 34..99; /note="3 X 12 AA approximate repeats"; REGION 365..402; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BQC8	reviewed	RBAK_MOUSE	RB-associated KRAB zinc finger protein (RB-associated KRAB repressor) (Zinc finger protein 769)	Rbak Znf769	Mus musculus (Mouse)	711	ZN_FING 258..280; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 286..308; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 314..336; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 342..364; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 370..392; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 398..420; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 426..448; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 454..476; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 508..530; /note="C2H2-type 9; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 536..558; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 564..586; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 592..614; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 620..642; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 648..670; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 676..698; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 8..79; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 170..257; /note="Required for interaction with RB1"; /evidence="ECO:0000250"; REGION 414..711; /note="Interaction with AR"; /evidence="ECO:0000250"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BQN6	reviewed	OZF_MOUSE	Zinc finger protein OZF (Only zinc finger protein) (Zinc finger protein 146)	Znf146 Ozf Zfp146	Mus musculus (Mouse)	292	ZN_FING 16..38; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 44..66; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 72..94; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 100..122; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 128..150; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 156..178; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 184..206; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 212..234; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 240..262; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 268..290; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"						REGION 212..292; /note="Interaction with TERF2IP"; /evidence="ECO:0000250"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
